Data type	Check status	Checked by	Year	Sampling platform (code)	Visit event identifier	Expedition identifier	Station name	Reported station name	ID Location	ID Monitoring station	Project	Orderer	Sampling date	Sampling time (start)	Sampling date (end)	Sampling time (end)	Shark sample id	Sample latitude (DM)	Sample longitude (DM)	Sample latitude (DD)	Sample longitude (DD)	Positioning system (code)	Station water depth	Wind direction (code)	Wind speed (m/s)	Air temperature (C)	Wet-bulb temperature (C)	Air pressure (hpa)	Weather observations (code)	Cloud (code)	Wave observation (code)	Ice (code)	Secchi depth (m)	Q-flag Secchi depth	Additional Sampling	Sampling event comment	Sampling depth (m)	Pressure CTD (dbar)	Q-flag Pressure CTD	Temperature bottle (C)	Q-flag Temperature bottle	Temperature CTD (C)	Q-flag Temperature CTD	Salinity bottle (o/oo psu)	Q-flag Salinity bottle	Salinity CTD (o/oo psu)	Q-flag Salinity CTD	Conductivity_25 bottle (mS/m)	Q-flag Conductivity_25 bottle	Conductivity CTD (mS/m)	Q-flag Conductivity CTD	Dissolved oxygen O2 bottle (ml/l)	Q-flag Dissolved oxygen O2 bottle	Dissolved oxygen O2 CTD (ml/l)	Q-flag Dissolved oxygen CTD	Hydrogen sulphide H2S (umol/l)	Q-flag Hydrogen sulphide H2S	pH	Q-flag pH	pH Laboratory	Q-flag pH Laboratory	Temperature pH Laboratory (C)	Q-flag Temperature pH Laboratory	Alkalinity (mmol/kg)	Q-flag Alkalinity	Alkalinity_2 (mmol/l)	Q-flag Alkalinity_2	Phosphate PO4-P (umol/l)	Q-flag Phosphate PO4-P	Total phosphorus Tot-P (umol/l)	Q-flag Total phosphorus Tot-P	Nitrite NO2-N (umol/l)	Q-flag Nitrite NO2-N	Nitrate NO3-N (umol/l)	Q-flag Nitrate NO3-N	Nitrite+Nitrate NO2+NO3-N (umol/l)	Q-flag Nitrite+Nitrate NO2+NO3-N	Ammonium NH4-N (umol/l)	Q-flag Ammonium NH4-N	Total Nitrogen Tot-N (umol/l)	Q-flag Total Nitrogen Tot-N	Silicate SiO3-Si (umol/l)	QFLAG Silicate SiO3-Si	Humus (ug/l)	Q-flag Humus	Chlorophyll-a bottle (ug/l)	Q-flag Chlorophyll-a bottle	Dissolved organic carbon DOC (umol/l)	Q-flag Dissolved organic carbon DOC	Particulate organic carbon POC (umol/l)	Q-flag Particulate organic carbon POC	Total organic carbon TOC (mg/l)	Q-flag Total organic carbon TOC	Particulate organic nitrogen PON (umol/l)	Q-flag Particulate organic nitrogen PON	Current direction (deca degrees)	Q-flag Current direction	Current velocity (cm/s)	Q-flag Current velocity	Lignin (mg/l)	Q-flag Lignin	Yellow substance (1/l)	Q-flag Yellow substance	Aluminium (ug/l)	Q-flag Aluminium	Urea (umol/l)	Q-flag Urea	Coloured dissolved organic matter CDOM (1/m)	Q-flag Coloured dissolved organic matter CDOM	Sample comment	Water category	Water district	Sea area name	Sea area code	Water type area	Sea basin	HELCOM/OSPAR area	Economic zone	County	Municipality	Station ID (VISS)	Reporting institute	Data holding centre	Internet access	Data set name	File name
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0093	4	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-10-15	14:15			SHARK-HYD+2018+34AR+0093+150+150	57 18.73	20 04.58	57.31223	20.07630		241	18	10	12.7			1	0	4	0					150			6.79		6.78				12.79										10		7.18		6.975		25.1		1.890				3.68		4.09		0.02	<	0.10	<	0.10	<	3.31		17.8		53.3		6.9																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0093	4	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-10-15	14:15			SHARK-HYD+2018+34AR+0093+175+175	57 18.73	20 04.58	57.31223	20.07630		241	18	10	12.7			1	0	4	0					175					6.85				13.00										15		7.20		6.993		25.1		1.907				3.86		4.20		0.02	<	0.10	<	0.10	<	4.56		17.4		55.6		5.3																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0093	4	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-10-15	14:15			SHARK-HYD+2018+34AR+0093+225+225	57 18.73	20 04.58	57.31223	20.07630		241	18	10	12.7			1	0	4	0					225					6.90				13.22						0.10	<	0.1		39		7.24		7.036		25.1		1.939				4.43		4.87			B	0.10	<	0.10	<	13.46		24.4		60.8		4.7																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0093	4	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-10-15	14:15			SHARK-HYD+2018+34AR+0093+236+236	57 18.73	20 04.58	57.31223	20.07630		241	18	10	12.7			1	0	4	0					236			6.90		6.90				13.26								0.1		60		7.27		7.061		25.1		1.980				4.94		5.50			B	0.10	<		B	18.79		30.1		66.8		5.0																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0094	4	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-10-15	16:20			SHARK-HYD+2018+34AR+0094+0+0	57 18.74	20 04.58	57.31227	20.07627		237	18	9	12.7			1	0	4	0					0					11.37				6.99								6.7																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0094	4	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-10-15	16:20			SHARK-HYD+2018+34AR+0094+5+5	57 18.74	20 04.58	57.31227	20.07627		237	18	9	12.7			1	0	4	0					5					11.35				6.98								6.7																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0094	4	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-10-15	16:20			SHARK-HYD+2018+34AR+0094+10+10	57 18.74	20 04.58	57.31227	20.07627		237	18	9	12.7			1	0	4	0					10					11.33				6.98								6.8																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0094	4	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-10-15	16:20			SHARK-HYD+2018+34AR+0094+15+15	57 18.74	20 04.58	57.31227	20.07627		237	18	9	12.7			1	0	4	0					15					11.37				7.00								6.7																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0094	4	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-10-15	16:20			SHARK-HYD+2018+34AR+0094+20+20	57 18.74	20 04.58	57.31227	20.07627		237	18	9	12.7			1	0	4	0					20					11.38				7.00								6.7																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0094	4	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-10-15	16:20			SHARK-HYD+2018+34AR+0094+30+30	57 18.74	20 04.58	57.31227	20.07627		237	18	9	12.7			1	0	4	0					30					11.26				6.99								6.7																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0094	4	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-10-15	16:20			SHARK-HYD+2018+34AR+0094+40+40	57 18.74	20 04.58	57.31227	20.07627		237	18	9	12.7			1	0	4	0					40					7.27				7.09								6.8																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0094	4	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-10-15	16:20			SHARK-HYD+2018+34AR+0094+50+50	57 18.74	20 04.58	57.31227	20.07627		237	18	9	12.7			1	0	4	0					50					4.05				7.36								6.6																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0094	4	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-10-15	16:20			SHARK-HYD+2018+34AR+0094+60+60	57 18.74	20 04.58	57.31227	20.07627		237	18	9	12.7			1	0	4	0					60					3.59				7.53								6.3																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0094	4	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-10-15	16:20			SHARK-HYD+2018+34AR+0094+70+70	57 18.74	20 04.58	57.31227	20.07627		237	18	9	12.7			1	0	4	0					70					4.48				8.84								2.3																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0094	4	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-10-15	16:20			SHARK-HYD+2018+34AR+0094+80+80	57 18.74	20 04.58	57.31227	20.07627		237	18	9	12.7			1	0	4	0					80					5.53				9.96								0.2																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0094	4	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-10-15	16:20			SHARK-HYD+2018+34AR+0094+90+90	57 18.74	20 04.58	57.31227	20.07627		237	18	9	12.7			1	0	4	0					90					5.97				10.62								0.1																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0094	4	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-10-15	16:20			SHARK-HYD+2018+34AR+0094+100+100	57 18.74	20 04.58	57.31227	20.07627		237	18	9	12.7			1	0	4	0					100					6.33				11.14								0.1																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0094	4	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-10-15	16:20			SHARK-HYD+2018+34AR+0094+125+125	57 18.74	20 04.58	57.31227	20.07627		237	18	9	12.7			1	0	4	0					125					6.64				12.03								0.1																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0094	4	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-10-15	16:20			SHARK-HYD+2018+34AR+0094+150+150	57 18.74	20 04.58	57.31227	20.07627		237	18	9	12.7			1	0	4	0					150					6.78				12.79								0.1																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0094	4	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-10-15	16:20			SHARK-HYD+2018+34AR+0094+175+175	57 18.74	20 04.58	57.31227	20.07627		237	18	9	12.7			1	0	4	0					175					6.85				12.99								0.1																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0094	4	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-10-15	16:20			SHARK-HYD+2018+34AR+0094+200+200	57 18.74	20 04.58	57.31227	20.07627		237	18	9	12.7			1	0	4	0					200					6.88				13.14								0.1																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0094	4	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-10-15	16:20			SHARK-HYD+2018+34AR+0094+225+225	57 18.74	20 04.58	57.31227	20.07627		237	18	9	12.7			1	0	4	0					225					6.90				13.22								0.1																																																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	34AR	0094	4	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-10-15	16:20			SHARK-HYD+2018+34AR+0094+240+240	57 18.74	20 04.58	57.31227	20.07627		237	18	9	12.7			1	0	4	0					240																																																																										Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	26DA	0960	09	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-09-04	16:40			SHARK-HYD+2018+26DA+0960+0+0	57 18.72	20 04.62	57.31197	20.07693		236	01	8	18.4		1018	2	7	3	0				NO WATER AT 125M AND 120M.	0					18.36				6.98						6.58		6.5										1.709				0.04		0.61		0.02	<	0.10	<	0.10	<	0.20	<	25.4		10.4		7.1		3.0																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	26DA	0960	09	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-09-04	16:40			SHARK-HYD+2018+26DA+0960+5+5	57 18.72	20 04.62	57.31197	20.07693		236	01	8	18.4		1018	2	7	3	0				NO WATER AT 125M AND 120M.	5					18.38				6.97						6.57		6.4										1.713				0.04		0.65		0.02	<	0.10	<	0.10	<	0.20	<	25.4		10.4		7.4		3.2																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	26DA	0960	09	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-09-04	16:40			SHARK-HYD+2018+26DA+0960+10+10	57 18.72	20 04.62	57.31197	20.07693		236	01	8	18.4		1018	2	7	3	0				NO WATER AT 125M AND 120M.	10					18.30				7.00						6.44		6.4										1.719				0.03		0.56		0.02	<	0.10	<	0.10	<	0.20	<	26.8		11.0		7.5		2.8																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2018	26DA	0960	09	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2018-09-04	16:40			SHARK-HYD+2018+26DA+0960+15+15	57 18.72	20 04.62	57.31197	20.07693		236	01	8	18.4		1018	2	7	3	0				NO WATER AT 125M AND 120M.	15					18.15				7.06						6.00		6.1										1.730				0.03		0.49		0.02	<	0.10	<	0.10	<	0.20	<	22.9		11.5		7.4		2.0																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2018_BAS_SMHI	SHARK_PhysicalChemical_2018_BAS_SMHI_version_2021-10-18.zip
