Data type	Check status	Checked by	Year	Sampling platform (code)	Visit event identifier	Expedition identifier	Station name	Reported station name	ID Location	ID Monitoring station	Project	Orderer	Sampling date	Sampling time (start)	Sampling date (end)	Sampling time (end)	Shark sample id	Sample latitude (DM)	Sample longitude (DM)	Sample latitude (DD)	Sample longitude (DD)	Positioning system (code)	Station water depth	Wind direction (code)	Wind speed (m/s)	Air temperature (C)	Wet-bulb temperature (C)	Air pressure (hpa)	Weather observations (code)	Cloud (code)	Wave observation (code)	Ice (code)	Secchi depth (m)	Q-flag Secchi depth	Additional Sampling	Sampling event comment	Sampling depth (m)	Pressure CTD (dbar)	Q-flag Pressure CTD	Temperature bottle (C)	Q-flag Temperature bottle	Temperature CTD (C)	Q-flag Temperature CTD	Salinity bottle (o/oo psu)	Q-flag Salinity bottle	Salinity CTD (o/oo psu)	Q-flag Salinity CTD	Conductivity_25 bottle (mS/m)	Q-flag Conductivity_25 bottle	Conductivity CTD (mS/m)	Q-flag Conductivity CTD	Dissolved oxygen O2 bottle (ml/l)	Q-flag Dissolved oxygen O2 bottle	Dissolved oxygen O2 CTD (ml/l)	Q-flag Dissolved oxygen CTD	Hydrogen sulphide H2S (umol/l)	Q-flag Hydrogen sulphide H2S	pH	Q-flag pH	pH Laboratory	Q-flag pH Laboratory	Temperature pH Laboratory (C)	Q-flag Temperature pH Laboratory	Alkalinity (mmol/kg)	Q-flag Alkalinity	Alkalinity_2 (mmol/l)	Q-flag Alkalinity_2	Phosphate PO4-P (umol/l)	Q-flag Phosphate PO4-P	Total phosphorus Tot-P (umol/l)	Q-flag Total phosphorus Tot-P	Nitrite NO2-N (umol/l)	Q-flag Nitrite NO2-N	Nitrate NO3-N (umol/l)	Q-flag Nitrate NO3-N	Nitrite+Nitrate NO2+NO3-N (umol/l)	Q-flag Nitrite+Nitrate NO2+NO3-N	Ammonium NH4-N (umol/l)	Q-flag Ammonium NH4-N	Total Nitrogen Tot-N (umol/l)	Q-flag Total Nitrogen Tot-N	Silicate SiO3-Si (umol/l)	QFLAG Silicate SiO3-Si	Humus (ug/l)	Q-flag Humus	Chlorophyll-a bottle (ug/l)	Q-flag Chlorophyll-a bottle	Dissolved organic carbon DOC (umol/l)	Q-flag Dissolved organic carbon DOC	Particulate organic carbon POC (umol/l)	Q-flag Particulate organic carbon POC	Total organic carbon TOC (mg/l)	Q-flag Total organic carbon TOC	Particulate organic nitrogen PON (umol/l)	Q-flag Particulate organic nitrogen PON	Current direction (deca degrees)	Q-flag Current direction	Current velocity (cm/s)	Q-flag Current velocity	Lignin (mg/l)	Q-flag Lignin	Yellow substance (1/l)	Q-flag Yellow substance	Aluminium (ug/l)	Q-flag Aluminium	Urea (umol/l)	Q-flag Urea	Coloured dissolved organic matter CDOM (1/m)	Q-flag Coloured dissolved organic matter CDOM	Sample comment	Water category	Water district	Sea area name	Sea area code	Water type area	Sea basin	HELCOM/OSPAR area	Economic zone	County	Municipality	Station ID (VISS)	Reporting institute	Data holding centre	Internet access	Data set name	File name
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0421	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-05-22	06:20			SHARK-HYD+2017+34AR+0421+100+100	57 18.73	20 04.57	57.31218	20.07617		240	26	7.7	9.3		1017	1	1	2	0	9				100					6.59				11.77						1.12		0.9				7.25		7.036		25.1		1.825				2.22		2.57		0.03		8.03		8.06		0.20	<	23.3		42.8		8.2																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0421	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-05-22	06:20			SHARK-HYD+2017+34AR+0421+125+125	57 18.73	20 04.57	57.31218	20.07617		240	26	7.7	9.3		1017	1	1	2	0	9				125					7.06				12.56						1.41		1.3				7.28		7.075		25.3		1.834				2.07		2.44		0.04		8.65		8.69		0.20	<	23.6		43.3		8.1																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0421	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-05-22	06:20			SHARK-HYD+2017+34AR+0421+150+150	57 18.73	20 04.57	57.31218	20.07617		240	26	7.7	9.3		1017	1	1	2	0	9				150					7.14				12.97						0.84		0.7				7.25		7.039		25.3		1.845				2.26		2.65		0.03		8.31		8.34		0.20	<	22.9		47.4		8.2																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0421	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-05-22	06:20			SHARK-HYD+2017+34AR+0421+175+175	57 18.73	20 04.57	57.31218	20.07617		240	26	7.7	9.3		1017	1	1	2	0	9				175			7.21		7.24				13.15						0.72		0.7				7.24		7.038		25.2		1.868				2.39		2.76		0.03		7.00		7.03		0.20	<	21.7		49.1		8.2																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0421	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-05-22	06:20			SHARK-HYD+2017+34AR+0421+200+200	57 18.73	20 04.57	57.31218	20.07617		240	26	7.7	9.3		1017	1	1	2	0	9				200					7.17				13.28						0.16		0.1				7.28		7.074		25.2		1.918				2.71		3.25		0.12		0.33		0.45		0.23		18.0		56.3		8.7																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0421	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-05-22	06:20			SHARK-HYD+2017+34AR+0421+225+225	57 18.73	20 04.57	57.31218	20.07617		240	26	7.7	9.3		1017	1	1	2	0	9				225					7.19				13.42						0.10	<	0.1		16		7.51		7.307		25.3		2.057				5.16		5.27			B	0.10	<	0.10	<	9.10		26.5		64.3		9.4																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0421	7	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-05-22	06:20			SHARK-HYD+2017+34AR+0421+236+236	57 18.73	20 04.57	57.31218	20.07617		240	26	7.7	9.3		1017	1	1	2	0	9				236			7.16		7.15				13.44								0.1		27		7.59		7.385		25.3		2.094				5.82		5.85			B	0.10	<	0.10	<	15.00		32.7		67.5		9.8																										TEMP: TEMPERATURE SENSOR MOUNTED ON CTD ABOUT 1M BELOW BOTTLE SAMPLER	Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0422	7	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-05-22	08:00			SHARK-HYD+2017+34AR+0422+205+205	57 18.73	20 04.57	57.31217	20.07617		240	26	6.3	9.4		1017	1	1	2	0					205					7.13				13.30						0.15		0.1		4	<											3.60		4.17		0.06		0.10	<	0.10	<	2.28		19.7		56.9																												WEAK SMELL OF HYDROGEN SULFIDE (OXYGEN FLAGGED AS BAD)	Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0422	7	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-05-22	08:00			SHARK-HYD+2017+34AR+0422+210+210	57 18.73	20 04.57	57.31217	20.07617		240	26	6.3	9.4		1017	1	1	2	0					210					7.20				13.33						0.26		0.1		4	<											3.07		3.54		0.07		0.10	<	0.10	<	0.20	<	18.8		52.5																													Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0422	7	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-05-22	08:00			SHARK-HYD+2017+34AR+0422+215+215	57 18.73	20 04.57	57.31217	20.07617		240	26	6.3	9.4		1017	1	1	2	0					215					7.31				13.38						0.21		0.1		4	<											3.08		3.56		0.18		2.58		2.76		0.20	<	17.1		52.3																													Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0422	7	BY15 GOTLANDSDJ	BY15 EXTRA DJUPSERIE	00135404	00263730	NAT Nationell miljöövervakning extra provtagning, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-05-22	08:00			SHARK-HYD+2017+34AR+0422+220+220	57 18.73	20 04.57	57.31217	20.07617		240	26	6.3	9.4		1017	1	1	2	0					220					7.27				13.40						0.12		0.1		4	<											4.31		4.69		0.05		3.13		3.18		3.25		20.0		56.3																												EVIDENT SMELL OF HYDROGEN SULFIDE (OXYGEN FLAGGED AS BAD)	Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_EXT_SMHI	SHARK_PhysicalChemical_2017_EXT_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0198	5	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-04-24	05:25			SHARK-HYD+2017+34AR+0198+0+0	57 18.73	20 04.57	57.31217	20.07617		240	24	5	3.6		1008	1	1	3	0	7			MISSADE LÄSA AV TERMOMETRARNA I FÖRSTA KASTET	0					4.26				7.46						9.20		9.0				8.28		8.041		24.9		1.704				0.43		1.05		0.02	<	0.10	<	0.10	<	0.20	<	22.5		15.4		7.6		7.5																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0198	5	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-04-24	05:25			SHARK-HYD+2017+34AR+0198+5+5	57 18.73	20 04.57	57.31217	20.07617		240	24	5	3.6		1008	1	1	3	0	7			MISSADE LÄSA AV TERMOMETRARNA I FÖRSTA KASTET	5					4.28				7.46						9.20		9.1				8.27		8.034		24.9		1.696				0.41		1.04		0.02	<	0.10	<	0.10	<	0.20	<	21.3		15.4		7.4		6.2																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0198	5	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-04-24	05:25			SHARK-HYD+2017+34AR+0198+10+10	57 18.73	20 04.57	57.31217	20.07617		240	24	5	3.6		1008	1	1	3	0	7			MISSADE LÄSA AV TERMOMETRARNA I FÖRSTA KASTET	10			4.28		4.27				7.46						9.19		9.0				8.27		8.034		24.9		1.703				0.36		1.00		0.02	<	0.10	<	0.10	<	0.20	<	21.5		15.4		7.5		7.5																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0198	5	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-04-24	05:25			SHARK-HYD+2017+34AR+0198+15+15	57 18.73	20 04.57	57.31217	20.07617		240	24	5	3.6		1008	1	1	3	0	7			MISSADE LÄSA AV TERMOMETRARNA I FÖRSTA KASTET	15					4.26				7.46						9.19		9.0				8.27		8.031		25.0		1.696				0.37		0.96		0.02	<	0.10	<	0.10	<	0.20	<	21.0		15.4		7.5		6.7																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0198	5	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-04-24	05:25			SHARK-HYD+2017+34AR+0198+20+20	57 18.73	20 04.57	57.31217	20.07617		240	24	5	3.6		1008	1	1	3	0	7			MISSADE LÄSA AV TERMOMETRARNA I FÖRSTA KASTET	20					4.20				7.46						9.15		8.9				8.26		8.027		25.0		1.708				0.40		0.95		0.02	<	0.10	<	0.10	<	0.20	<	20.8		15.4		7.6		4.7																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0198	5	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-04-24	05:25			SHARK-HYD+2017+34AR+0198+30+30	57 18.73	20 04.57	57.31217	20.07617		240	24	5	3.6		1008	1	1	3	0	7			MISSADE LÄSA AV TERMOMETRARNA I FÖRSTA KASTET	30					4.16				7.46						9.01		8.9				8.22		7.985		24.9		1.696				0.40		0.85		0.02	<	0.12		0.12		0.20	<	19.0		15.6		7.4		0.9																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0198	5	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-04-24	05:25			SHARK-HYD+2017+34AR+0198+40+40	57 18.73	20 04.57	57.31217	20.07617		240	24	5	3.6		1008	1	1	3	0	7			MISSADE LÄSA AV TERMOMETRARNA I FÖRSTA KASTET	40				B	4.16				7.46						8.97		8.9				8.22		7.980		25.0		1.694				0.40		0.79		0.02	<	0.18		0.18		0.20	<	17.7		15.5		7.4		0.3																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0198	5	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-04-24	05:25			SHARK-HYD+2017+34AR+0198+50+50	57 18.73	20 04.57	57.31217	20.07617		240	24	5	3.6		1008	1	1	3	0	7			MISSADE LÄSA AV TERMOMETRARNA I FÖRSTA KASTET	50					4.13				7.46						8.97		8.9				8.18		7.938		25.2		1.714				0.43		0.80		0.05		0.40		0.45		0.20	<	18.4		15.8		7.3		0.2																									Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0198	5	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-04-24	05:25			SHARK-HYD+2017+34AR+0198+60+60	57 18.73	20 04.57	57.31217	20.07617		240	24	5	3.6		1008	1	1	3	0	7			MISSADE LÄSA AV TERMOMETRARNA I FÖRSTA KASTET	60					3.71				7.53						8.15		8.4				8.21		7.965		25.3		1.697				0.77		1.07		0.21		3.52		3.73		0.20	<	21.1		17.8		7.5																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0198	5	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-04-24	05:25			SHARK-HYD+2017+34AR+0198+70+70	57 18.73	20 04.57	57.31217	20.07617		240	24	5	3.6		1008	1	1	3	0	7			MISSADE LÄSA AV TERMOMETRARNA I FÖRSTA KASTET	70					5.85				10.01						1.45		1.2				7.31		7.090		25.1		1.800				2.22		2.52		0.06		6.54		6.60		0.20	<	22.5		40.0		8.2																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0198	5	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-04-24	05:25			SHARK-HYD+2017+34AR+0198+80+80	57 18.73	20 04.57	57.31217	20.07617		240	24	5	3.6		1008	1	1	3	0	7			MISSADE LÄSA AV TERMOMETRARNA I FÖRSTA KASTET	80					6.51				10.86						1.51		1.6				7.31		7.098		25.1		1.800				2.08		2.46		0.06		7.47		7.53		0.20	<	22.7		40.3		7.9																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2017	34AR	0198	5	BY15 GOTLANDSDJ	BY15 GOTLANDSDJ	00135404	00263730	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut	2017-04-24	05:25			SHARK-HYD+2017+34AR+0198+90+90	57 18.73	20 04.57	57.31217	20.07617		240	24	5	3.6		1008	1	1	3	0	7			MISSADE LÄSA AV TERMOMETRARNA I FÖRSTA KASTET	90					6.92				11.28						1.41		1.5				7.31		7.104		25.1		1.814				2.09		2.46		0.07		7.89		7.96		0.20	<	23.5		41.0		7.7																											Utsjövatten	Övriga områden utanför Sverige	Del av Ö Gotlandshavets utsjövatten			09 - Östra Gotlandshavet	HELCOM				SE636437-175555	Sveriges meteorologiska och hydrologiska institut	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2017_BAS_SMHI	SHARK_PhysicalChemical_2017_BAS_SMHI_version_2021-10-18.zip
